DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,Year,Month,Day,LEVEL,Is_quarter_end,Difference,Percent
2016-10-26,135.11,135.7,134.55,135.32,11927180,2016,10,26,lower,0,1.1499999999999773,0.8474576271186274
2016-10-27,135.38,135.64,134.62,135.04,12329090,2016,10,27,lower,0,1.0199999999999818,0.7519905632556634
2016-10-28,134.99,135.04,134.4,135.0,9968980,2016,10,28,lower,0,0.6399999999999864,0.47393364928908943
2016-10-31,136.3,139.44,136.16,138.84,42578620,2016,10,31,lower,0,3.280000000000001,2.3522662076878955
2016-11-01,139.15,142.44,139.01,141.98,49393830,2016,11,1,lower,0,3.430000000000007,2.4080314518393755
2016-11-02,141.49,143.64,140.03,140.81,43116430,2016,11,2,lower,0,3.609999999999985,2.513227513227503
2016-11-03,140.72,141.3,139.3,139.9,24853410,2016,11,3,lower,0,2.0,1.4154281670205235
2016-11-07,140.53,140.96,138.5,138.5,23537810,2016,11,7,lower,0,2.460000000000008,1.7451759364358739
2016-11-08,138.81,140.98,138.81,139.32,20823850,2016,11,8,lower,0,2.1699999999999875,1.5392254220456714
2016-11-09,138.0,145.62,137.55,145.62,78726330,2016,11,9,lower,0,8.069999999999993,5.541821178409554
2016-11-10,146.45,151.3,145.75,147.4,103024690,2016,11,10,lower,0,5.550000000000011,3.6682088565763458
2016-11-11,147.5,149.5,145.79,147.88,45394160,2016,11,11,lower,0,3.710000000000008,2.4816053511705736
2016-11-14,148.57,149.67,145.96,146.26,31632780,2016,11,14,lower,0,3.7099999999999795,2.478786663994107
2016-11-15,146.54,148.0,145.6,145.9,23657610,2016,11,15,lower,0,2.4000000000000057,1.6216216216216255
2016-11-16,147.03,148.8,145.14,145.5,40872880,2016,11,16,lower,0,3.660000000000025,2.4596774193548554
2016-11-17,145.82,147.78,145.32,147.7,28322110,2016,11,17,lower,0,2.460000000000008,1.6646366220056896
2016-11-18,147.51,148.29,146.74,146.96,14636600,2016,11,18,lower,0,1.549999999999983,1.045249173915964
2016-11-21,147.6,149.85,147.6,149.6,26156510,2016,11,21,lower,0,2.25,1.5015015015015014
2016-11-22,150.21,150.83,149.06,150.0,26476350,2016,11,22,lower,0,1.7700000000000102,1.173506596830876
2016-11-23,150.24,150.38,148.56,149.49,19319250,2016,11,23,lower,0,1.8199999999999932,1.2102673227822804
2016-11-24,149.53,152.25,149.35,151.11,26207750,2016,11,24,lower,0,2.9000000000000057,1.9047619047619084
2016-11-25,150.94,151.6,149.5,151.31,17894050,2016,11,25,lower,0,2.0999999999999943,1.3852242744063288
2016-11-28,151.14,151.48,148.39,148.94,24390930,2016,11,28,lower,0,3.0900000000000034,2.03987325059414
2016-11-29,148.84,149.49,147.34,147.75,21135180,2016,11,29,lower,0,2.1500000000000057,1.438223292527932
2016-11-30,147.99,151.12,147.6,148.8,44322650,2016,11,30,lower,0,3.5200000000000102,2.32927474854421
2016-12-01,149.59,153.7,149.55,152.81,57446800,2016,12,1,lower,1,4.149999999999977,2.700065061808704
2016-12-02,152.8,153.64,151.8,152.35,27070280,2016,12,2,lower,1,1.839999999999975,1.1976047904191454
2016-12-05,152.18,153.99,152.09,153.78,35063240,2016,12,5,lower,1,1.9000000000000057,1.233846353659332
2016-12-06,153.92,154.55,151.27,151.5,35477340,2016,12,6,lower,1,3.280000000000001,2.122290520867034
2016-12-07,151.56,152.61,150.92,151.95,23401680,2016,12,7,lower,1,1.6900000000000261,1.1073979424677451
2016-12-08,152.48,153.7,151.89,153.05,31360460,2016,12,8,lower,1,1.8100000000000023,1.1776187378009124
2016-12-09,153.5,153.83,152.18,152.99,26721530,2016,12,9,lower,1,1.6500000000000057,1.0726126243255578
2016-12-12,154.18,159.82,154.03,158.63,83754390,2016,12,12,lower,1,5.789999999999992,3.622825678888745
2016-12-13,158.35,159.2,157.72,158.95,43170440,2016,12,13,lower,1,1.4799999999999898,0.9296482412060239
2016-12-14,159.01,160.62,155.3,157.2,45516290,2016,12,14,lower,1,5.319999999999993,3.312165359232968
2016-12-15,155.77,158.3,155.77,158.25,52342400,2016,12,15,lower,1,2.530000000000001,1.5982312065698046
2016-12-16,158.48,158.88,156.2,156.2,31667140,2016,12,16,lower,1,2.680000000000007,1.6868076535750294
2016-12-19,157.14,157.75,154.6,154.6,17549250,2016,12,19,lower,1,3.1500000000000057,1.9968304278922382
2016-12-20,154.55,155.95,153.76,155.3,27856890,2016,12,20,lower,1,2.1899999999999977,1.4042962487976902
2016-12-21,155.43,156.73,153.01,153.06,22587980,2016,12,21,lower,1,3.719999999999999,2.3735085816372097
2016-12-22,153.21,153.34,149.72,150.27,29725390,2016,12,22,lower,1,3.6200000000000045,2.360766923177256
2016-12-23,150.28,151.19,147.22,149.05,24962550,2016,12,23,lower,1,3.969999999999999,2.6258350420001313
2016-12-26,149.0,149.86,148.8,148.95,7009350,2016,12,26,lower,1,1.0600000000000023,0.7073268383824918
2016-12-27,149.05,151.03,149.05,150.38,9642840,2016,12,27,lower,1,1.9799999999999898,1.310997815003635
2016-12-28,150.6,152.6,149.6,151.0,17016680,2016,12,28,lower,1,3.0,1.9659239842726082
2016-12-29,150.72,153.29,149.9,152.62,14803850,2016,12,29,lower,1,3.3899999999999864,2.2114945528083934
2016-12-30,152.64,154.55,152.6,154.55,15709020,2016,12,30,lower,1,1.950000000000017,1.2617275962471801
2017-01-03,154.46,158.2,154.12,157.7,24739730,2017,1,3,lower,0,4.079999999999984,2.579013906447525
2017-01-04,156.99,157.44,155.76,157.44,15488900,2017,1,4,lower,0,1.6800000000000068,1.0670731707317118
2017-01-05,157.24,158.7,153.17,154.0,25440490,2017,1,5,lower,0,5.530000000000001,3.4845620667926918
2017-01-06,154.12,154.47,152.05,154.1,12306060,2017,1,6,lower,0,2.4199999999999875,1.5666472454198146
2017-01-09,154.2,155.5,153.3,154.4,12914820,2017,1,9,lower,0,2.1999999999999886,1.4147909967845587
2017-01-10,154.01,158.02,154.0,157.97,26095400,2017,1,10,lower,0,4.02000000000001,2.5439817744589357
2017-01-11,157.51,158.5,155.81,157.01,20651880,2017,1,11,lower,0,2.6899999999999977,1.6971608832807559
2017-01-12,158.3,158.48,155.53,157.25,24015080,2017,1,12,lower,0,2.9499999999999886,1.8614336193841425
2017-01-13,157.48,158.3,155.77,157.95,23314640,2017,1,13,lower,0,2.530000000000001,1.5982312065698046
2017-01-16,157.98,158.2,155.58,155.81,16946090,2017,1,16,lower,0,2.619999999999976,1.656131479140314
2017-01-17,155.81,156.5,153.01,153.65,25891620,2017,1,17,lower,0,3.490000000000009,2.2300319488817952
2017-01-18,154.2,154.59,152.65,152.86,16206860,2017,1,18,lower,0,1.9399999999999977,1.2549324018371162
2017-01-19,153.3,153.56,148.23,150.85,41950940,2017,1,19,lower,0,5.3300000000000125,3.4709559781193096
2017-01-20,150.81,151.2,147.7,149.7,33215450,2017,1,20,lower,0,3.5,2.314814814814815
2017-01-23,149.85,149.85,147.1,148.1,22477970,2017,1,23,lower,0,2.75,1.8351685018351684
2017-01-24,148.25,150.5,148.25,150.15,22349450,2017,1,24,lower,0,2.25,1.495016611295681
2017-01-25,150.28,150.87,147.15,147.65,30598170,2017,1,25,lower,0,3.719999999999999,2.4656989461125467
2017-01-26,147.71,151.28,147.16,150.49,26458480,2017,1,26,lower,0,4.1200000000000045,2.7234267583289293
2017-01-27,150.33,154.53,149.91,154.09,37163920,2017,1,27,lower,0,4.6200000000000045,2.9897107357794632
2017-01-30,153.68,153.9,150.35,150.8,21526460,2017,1,30,lower,0,3.5500000000000114,2.3066926575698576
2017-01-31,150.59,151.42,149.15,149.8,28259280,2017,1,31,lower,0,2.269999999999982,1.4991414608373939
2017-02-01,150.05,150.38,148.32,149.65,20765250,2017,2,1,lower,0,2.0600000000000023,1.3698630136986316
2017-02-02,149.82,150.45,148.15,148.8,20492720,2017,2,2,lower,0,2.299999999999983,1.5287470920571506
2017-02-03,148.85,150.2,148.37,149.35,20814340,2017,2,3,lower,0,1.829999999999984,1.2183754993342104
2017-02-06,149.38,149.7,147.63,148.5,22086970,2017,2,6,lower,0,2.069999999999993,1.3827655310621199
2017-02-07,148.3,148.7,147.6,148.7,13840720,2017,2,7,lower,0,1.0999999999999943,0.7397444519166069
2017-02-08,148.22,148.22,143.9,145.2,64427740,2017,2,8,lower,0,4.319999999999993,2.9145864255835874
2017-02-09,145.34,145.6,141.57,142.11,52175480,2017,2,9,lower,0,4.030000000000001,2.7678571428571437
2017-02-10,142.67,143.14,140.5,140.5,41104060,2017,2,10,lower,0,2.6399999999999864,1.8443481905826369
2017-02-13,141.11,142.67,140.02,141.2,25967100,2017,2,13,lower,0,2.6499999999999773,1.857433237541163
2017-02-14,141.27,141.49,139.85,140.62,20220020,2017,2,14,lower,0,1.6400000000000148,1.1590925153721214
2017-02-15,140.45,141.5,138.92,139.72,36920930,2017,2,15,lower,0,2.5800000000000125,1.823321554770327
2017-02-16,139.93,140.3,138.01,139.16,33168350,2017,2,16,lower,0,2.2900000000000205,1.6322166785459873
2017-02-17,139.26,139.42,137.23,138.12,32101640,2017,2,17,lower,0,2.1899999999999977,1.5707932864725276
2017-02-20,138.59,140.13,137.4,138.5,24702920,2017,2,20,lower,0,2.7299999999999898,1.9481909655319989
2017-02-21,138.6,139.6,138.0,138.35,21680250,2017,2,21,lower,0,1.5999999999999943,1.146131805157589
2017-02-22,138.63,138.78,136.05,136.68,27399460,2017,2,22,lower,0,2.7299999999999898,1.967142239515773
2017-02-24,136.51,137.2,135.6,136.75,17160200,2017,2,24,lower,0,1.5999999999999943,1.1661807580174888
2017-02-27,137.15,137.48,135.07,135.07,24033800,2017,2,27,lower,0,2.4099999999999966,1.7529822519639198
2017-02-28,135.7,135.89,132.0,134.0,98572140,2017,2,28,lower,0,3.8899999999999864,2.8626094635366743
2017-03-01,133.45,134.99,133.0,133.85,38089190,2017,3,1,lower,1,1.990000000000009,1.4741832728350315
2017-03-02,134.05,135.1,131.3,131.3,42646250,2017,3,2,lower,1,3.799999999999983,2.812731310140624
2017-03-03,131.15,134.9,130.64,134.8,39932510,2017,3,3,lower,1,4.260000000000019,3.157894736842119
2017-03-06,134.84,135.97,134.32,134.6,28037340,2017,3,6,lower,1,1.6500000000000057,1.2135029785982243
2017-03-07,135.13,135.13,131.9,132.89,28851710,2017,3,7,lower,1,3.2299999999999898,2.3902908310515727
2017-03-09,132.05,133.26,128.81,129.0,53078370,2017,3,9,lower,1,4.449999999999989,3.3393366351493237
2017-03-10,129.25,130.88,127.8,128.78,33482710,2017,3,10,lower,1,3.0799999999999983,2.353300733496331
2017-03-13,128.7,130.55,127.82,129.93,34286840,2017,3,13,lower,1,2.730000000000018,2.0911528150134187
2017-03-14,130.02,131.34,128.32,128.8,39437470,2017,3,14,lower,1,3.0200000000000102,2.299375666209845
2017-03-15,129.23,129.69,127.2,127.6,30974550,2017,3,15,lower,1,2.489999999999995,1.9199629886652747
2017-03-16,128.42,129.3,127.61,128.05,51272510,2017,3,16,lower,1,1.690000000000012,1.3070378963650515
2017-03-17,128.13,130.42,128.01,128.94,42848850,2017,3,17,lower,1,2.4099999999999966,1.8478760926238285
2017-03-20,129.34,130.13,128.02,128.79,30291150,2017,3,20,lower,1,2.109999999999985,1.6214554676093025
2017-03-21,129.02,130.42,128.51,129.3,37858520,2017,3,21,lower,1,1.9099999999999966,1.4644993099217887
2017-03-22,129.07,131.65,128.9,131.65,36178550,2017,3,22,lower,1,2.75,2.088872009115078
2017-03-23,131.79,132.94,130.22,130.99,39340300,2017,3,23,lower,1,2.719999999999999,2.0460358056265977
2017-03-24,130.77,131.48,129.72,130.05,20544290,2017,3,24,lower,1,1.759999999999991,1.3386066321873982
2017-03-27,129.45,129.47,127.41,128.8,28915460,2017,3,27,lower,1,2.0600000000000023,1.591102185834558
2017-03-28,129.0,129.6,128.1,129.2,23646730,2017,3,28,lower,1,1.5,1.1574074074074074
2017-03-29,129.13,129.78,128.55,128.81,15784750,2017,3,29,lower,1,1.2299999999999898,0.9477577438742408
2017-03-30,129.15,129.99,128.2,128.49,28682860,2017,3,30,lower,1,1.7900000000000205,1.3770290022309566
2017-03-31,128.49,128.64,126.8,127.9,29052680,2017,3,31,lower,1,1.8399999999999892,1.4303482587064593
2017-04-03,128.09,128.5,127.02,127.21,19832730,2017,4,3,lower,0,1.480000000000004,1.1517509727626492
2017-04-04,127.55,128.9,126.8,128.81,26293950,2017,4,4,lower,0,2.1000000000000085,1.629169899146632
2017-04-05,128.88,131.25,128.82,130.69,34434130,2017,4,5,lower,0,2.430000000000007,1.8514285714285768
2017-04-06,130.18,130.93,129.55,130.5,23581140,2017,4,6,lower,0,1.3799999999999955,1.0539983197128202
2017-04-07,129.7,129.89,127.84,128.72,27362790,2017,4,7,lower,0,2.049999999999983,1.5782585264454407
2017-04-10,128.1,128.4,125.81,126.16,29799810,2017,4,10,lower,0,2.5900000000000034,2.0171339563862953
2017-04-11,125.97,127.69,125.5,126.0,32626680,2017,4,11,lower,0,2.1899999999999977,1.7150912365886113
2017-04-12,127.06,127.45,124.62,125.05,28702040,2017,4,12,lower,0,2.8299999999999983,2.220478619066299
2017-04-13,125.65,125.95,123.5,124.54,42139090,2017,4,13,lower,0,2.450000000000003,1.945216355696707
2017-04-14,124.27,124.37,122.63,122.85,14689130,2017,4,14,lower,0,1.740000000000009,1.39905121813943
2017-04-17,123.01,124.03,122.25,123.7,21595230,2017,4,17,lower,0,1.7800000000000011,1.4351366604853673
2017-04-18,124.09,124.39,122.03,122.22,22081750,2017,4,18,lower,0,2.3599999999999994,1.897258622075729
2017-04-19,122.36,123.15,121.25,121.55,28911230,2017,4,19,lower,0,1.9000000000000057,1.542833942346736
2017-04-20,121.3,121.99,120.55,121.99,32955940,2017,4,20,lower,0,1.4399999999999977,1.180424624969258
2017-04-21,122.15,123.64,122.13,123.0,29465300,2017,4,21,lower,0,1.5100000000000051,1.2212876091879692
2017-04-24,123.56,128.4,123.38,128.0,66751830,2017,4,24,lower,0,5.02000000000001,3.909657320872282
2017-04-25,128.5,131.75,127.98,130.2,57382670,2017,4,25,lower,0,3.769999999999996,2.861480075901325
2017-04-26,130.19,134.0,130.01,133.43,57635150,2017,4,26,lower,0,3.990000000000009,2.977611940298514
2017-04-27,133.37,136.6,132.22,133.41,99542840,2017,4,27,lower,0,4.3799999999999955,3.206442166910685
2017-04-28,136.0,137.77,135.05,136.75,52186090,2017,4,28,lower,0,2.719999999999999,1.9743050010887702
2017-05-02,137.25,138.43,136.28,136.52,33809990,2017,5,2,lower,0,2.1500000000000057,1.55313154663007
2017-05-03,136.45,138.09,135.1,135.81,33129650,2017,5,3,lower,0,2.990000000000009,2.1652545441378876
2017-05-04,135.89,136.41,134.3,134.93,31945660,2017,5,4,lower,0,2.109999999999985,1.5468074188109269
2017-05-05,133.7,134.94,132.91,134.41,26216280,2017,5,5,lower,0,2.030000000000001,1.5043723136208693
2017-05-10,134.98,135.43,133.51,134.19,23714000,2017,5,10,lower,0,1.920000000000016,1.41770656427676
2017-05-11,134.57,134.75,130.37,131.1,36600410,2017,5,11,lower,0,4.3799999999999955,3.25046382189239
2017-05-12,131.41,132.5,130.2,132.5,23886540,2017,5,12,lower,0,2.3000000000000114,1.735849056603782
2017-05-15,132.79,133.92,129.28,131.5,46356520,2017,5,15,lower,0,4.639999999999986,3.4647550776582934
2017-05-16,131.41,133.07,130.27,131.13,22519330,2017,5,16,lower,0,2.799999999999983,2.1041557075223443
2017-05-17,130.97,132.18,130.6,132.07,17611290,2017,5,17,lower,0,1.5800000000000125,1.1953396883038374
2017-05-18,131.37,132.84,125.85,126.9,80113110,2017,5,18,lower,0,6.990000000000009,5.2619692863595375
2017-05-19,127.3,127.4,124.0,124.19,57664570,2017,5,19,lower,0,3.4000000000000057,2.6687598116169586
2017-05-22,124.49,124.49,122.17,122.52,39193160,2017,5,22,lower,0,2.319999999999993,1.8636035022893354
2017-05-23,122.58,123.71,121.96,123.23,34369260,2017,5,23,lower,0,1.75,1.4145986581521302
2017-05-24,123.3,123.67,120.92,122.0,32248550,2017,5,24,lower,0,2.75,2.22365973962966
2017-05-25,122.32,122.47,120.75,121.61,24546840,2017,5,25,lower,0,1.7199999999999989,1.4044255736098628
2017-05-26,121.4,122.2,120.54,122.2,22646890,2017,5,26,lower,0,1.6599999999999966,1.358428805237313
2017-05-29,122.41,123.83,122.11,123.11,24470000,2017,5,29,lower,0,1.7199999999999989,1.389001049826374
2017-05-30,122.72,122.91,121.79,122.1,16057320,2017,5,30,lower,0,1.1199999999999903,0.9112358636400539
2017-05-31,122.25,122.78,119.4,120.28,55389010,2017,5,31,lower,0,3.3799999999999955,2.7528913503827948
2017-06-01,120.29,120.98,117.24,118.0,48558490,2017,6,1,lower,1,3.740000000000009,3.0914200694329717
2017-06-02,117.8,119.69,116.55,119.69,38260450,2017,6,2,lower,1,3.1400000000000006,2.623443896733228
2017-06-05,119.59,120.99,118.55,119.0,24767790,2017,6,5,lower,1,2.4399999999999977,2.0166955946772442
2017-06-06,119.09,120.24,118.66,119.05,18193840,2017,6,6,lower,1,1.5799999999999983,1.3140385894876898
2017-06-07,119.33,121.44,118.85,118.92,27870030,2017,6,7,lower,1,2.5900000000000034,2.132740447957842
2017-06-08,119.19,120.11,117.82,119.3,27514310,2017,6,8,lower,1,2.2900000000000063,1.9065856298393191
2017-06-09,119.32,120.5,118.95,120.5,21294170,2017,6,9,lower,1,1.5499999999999972,1.2863070539419064
2017-06-13,120.29,120.38,118.15,118.15,31058980,2017,6,13,lower,1,2.2299999999999898,1.8524671872403968
2017-06-14,118.26,118.54,115.1,115.35,47003760,2017,6,14,lower,1,3.440000000000012,2.901974017209391
2017-06-15,115.25,115.75,111.46,115.49,120644420,2017,6,15,lower,1,4.290000000000006,3.7062634989200918
2017-06-16,115.81,117.25,114.6,116.02,40336010,2017,6,16,lower,1,2.6500000000000057,2.260127931769728
2017-06-19,116.0,117.45,115.79,117.33,21749140,2017,6,19,lower,1,1.6599999999999966,1.4133673903788817
2017-06-20,117.51,119.0,116.56,117.44,29930700,2017,6,20,lower,1,2.4399999999999977,2.050420168067225
2017-06-21,117.5,118.32,116.84,117.97,23560060,2017,6,21,lower,1,1.4799999999999898,1.2508451656524593
2017-06-22,117.78,119.78,116.86,119.55,31513190,2017,6,22,lower,1,2.9200000000000017,2.4378026381699796
2017-06-23,119.52,120.09,118.66,119.1,23303360,2017,6,23,lower,1,1.4300000000000068,1.1907735864768147
2017-06-26,119.5,119.97,118.26,118.67,18274640,2017,6,26,lower,1,1.7099999999999937,1.425356339084766
2017-06-27,118.4,119.75,118.02,119.35,18365790,2017,6,27,lower,1,1.730000000000004,1.444676409185807
2017-06-28,118.72,119.7,118.19,119.7,21106940,2017,6,28,lower,1,1.5100000000000051,1.2614870509607394
2017-06-29,120.18,120.88,118.8,119.16,26435690,2017,6,29,lower,1,2.0799999999999983,1.7207147584381193
2017-06-30,118.95,120.22,118.18,118.49,22432000,2017,6,30,lower,1,2.039999999999992,1.6968890367659226
2017-07-03,119.17,119.93,118.75,119.86,18087840,2017,7,3,lower,0,1.1800000000000068,0.9839072792462326
2017-07-04,120.0,123.29,119.72,122.73,37693640,2017,7,4,lower,0,3.5700000000000074,2.8956119717738726
2017-07-05,122.95,123.75,122.32,122.7,26052360,2017,7,5,lower,0,1.4300000000000068,1.155555555555561
2017-07-06,122.82,123.65,121.44,122.68,25151140,2017,7,6,lower,0,2.210000000000008,1.7873028710068806
2017-07-07,122.19,123.0,121.4,123.0,24725120,2017,7,7,lower,0,1.5999999999999943,1.3008130081300766
2017-07-10,123.26,124.62,123.03,124.25,27166510,2017,7,10,lower,0,1.5900000000000034,1.2758786711603303
2017-07-11,124.38,124.94,123.85,124.78,20642420,2017,7,11,lower,0,1.0900000000000034,0.8724187610052854
2017-07-12,125.01,125.3,124.19,124.87,22701550,2017,7,12,lower,0,1.1099999999999994,0.8858739026336788
2017-07-13,124.79,125.89,124.66,125.55,29387490,2017,7,13,lower,0,1.230000000000004,0.9770434506315068
2017-07-14,125.67,126.35,125.0,125.0,21555180,2017,7,14,lower,0,1.3499999999999943,1.0684606252473245
2017-07-17,125.39,125.7,124.3,125.14,23810200,2017,7,17,lower,0,1.4000000000000057,1.1137629276054142
2017-07-18,125.09,125.75,124.49,124.49,39544710,2017,7,18,lower,0,1.2600000000000051,1.0019880715705805
2017-07-19,118.44,120.11,118.11,120.11,42498820,2017,7,19,lower,0,2.0,1.6651402880692698
2017-07-20,120.29,121.27,119.81,120.6,21786790,2017,7,20,lower,0,1.4599999999999937,1.2039251257524481
2017-07-21,120.21,120.26,118.65,118.95,20841430,2017,7,21,lower,0,1.6099999999999994,1.3387660069848655
2017-07-24,118.54,119.4,117.92,119.17,22726670,2017,7,24,lower,0,1.480000000000004,1.23953098827471
2017-07-25,119.16,119.7,117.67,118.4,23673000,2017,7,25,lower,0,2.030000000000001,1.695906432748539
2017-07-26,118.35,119.12,118.25,119.0,22310500,2017,7,26,lower,0,0.8700000000000045,0.7303559435863033
2017-07-27,119.12,119.35,117.83,118.68,25737570,2017,7,27,lower,0,1.519999999999996,1.2735651445328833
2017-07-28,118.16,118.18,115.41,116.9,34566970,2017,7,28,lower,0,2.7700000000000102,2.343882213572525
2017-07-31,116.71,118.18,115.08,116.1,40277050,2017,7,31,lower,0,3.1000000000000085,2.6231172787273724
2017-08-01,116.83,118.65,116.82,117.99,28881020,2017,8,1,lower,0,1.8300000000000125,1.5423514538558891
2017-08-02,118.0,119.09,117.9,119.09,20782720,2017,8,2,lower,0,1.1899999999999977,0.9992442690402198
2017-08-03,119.13,119.99,118.85,119.58,22369700,2017,8,3,lower,0,1.1400000000000006,0.9500791732644392
2017-08-04,119.34,119.88,118.68,119.45,17244330,2017,8,4,lower,0,1.1999999999999886,1.0010010010009915
2017-08-07,119.32,120.38,118.9,119.5,21791100,2017,8,7,lower,0,1.4799999999999898,1.2294401063299467
2017-08-08,119.47,119.89,119.25,119.67,14891840,2017,8,8,lower,0,0.6400000000000006,0.5338226707815502
2017-08-09,119.39,119.46,118.02,118.68,20245120,2017,8,9,lower,0,1.4399999999999977,1.2054244098442974
2017-08-10,118.71,119.4,118.03,118.05,18090560,2017,8,10,lower,0,1.3700000000000045,1.147403685092131
2017-08-11,117.56,117.85,116.34,116.93,24804530,2017,8,11,lower,0,1.509999999999991,1.2812897751378793
2017-08-14,117.18,117.99,117.15,117.4,13554100,2017,8,14,lower,0,0.8399999999999892,0.7119247393846845
2017-08-15,117.12,117.7,116.51,117.59,16686400,2017,8,15,lower,0,1.1899999999999977,1.0110450297366167
2017-08-16,117.8,117.87,116.63,116.75,19124720,2017,8,16,lower,0,1.240000000000009,1.052006447781462
2017-08-17,116.72,116.95,115.92,116.22,16600490,2017,8,17,lower,0,1.0300000000000011,0.880718255664815
2017-08-18,115.85,116.09,115.15,116.0,22256230,2017,8,18,lower,0,0.9399999999999977,0.8097165991902815
2017-08-21,116.1,116.47,115.39,115.92,16461430,2017,8,21,lower,0,1.0799999999999983,0.9272774104919708
2017-08-22,115.99,116.73,115.68,116.0,16010450,2017,8,22,lower,0,1.0499999999999972,0.8995116936520151
2017-08-23,116.09,116.27,115.07,115.75,22758830,2017,8,23,lower,0,1.2000000000000028,1.0320805022791801
2017-08-24,115.77,116.89,115.42,116.56,18564950,2017,8,24,lower,0,1.4699999999999989,1.25759260843528
2017-08-25,116.82,118.0,116.56,117.85,21083020,2017,8,25,lower,0,1.4399999999999977,1.2203389830508455
2017-08-28,117.79,118.75,117.54,118.75,16187340,2017,8,28,lower,0,1.2099999999999937,1.0189473684210475
2017-08-29,118.5,118.63,116.5,118.3,27588290,2017,8,29,lower,0,2.1299999999999955,1.7954986091207918
2017-08-30,118.4,118.9,116.88,118.2,31962280,2017,8,30,lower,0,2.0200000000000102,1.6989066442388647
2017-08-31,117.95,119.21,117.35,117.97,41020210,2017,8,31,lower,0,1.8599999999999994,1.5602717892794224
2017-09-01,118.02,118.26,117.04,117.4,22690580,2017,9,1,lower,1,1.2199999999999989,1.0316252325384736
2017-09-04,117.03,117.65,116.56,117.0,15938500,2017,9,4,lower,1,1.0900000000000034,0.9264768380790508
2017-09-05,117.55,117.89,115.9,116.0,26541020,2017,9,5,lower,1,1.9899999999999949,1.6880142505725633
2017-09-06,116.0,117.58,115.66,117.14,24387110,2017,9,6,lower,1,1.9200000000000017,1.6329307705392089
2017-09-07,117.61,119.03,117.38,117.95,37059350,2017,9,7,lower,1,1.6500000000000057,1.3862051583634425
2017-09-08,118.2,120.45,118.16,120.34,41825350,2017,9,8,lower,1,2.2900000000000063,1.9012038190120433
2017-09-11,120.81,121.94,119.63,121.0,40230290,2017,9,11,lower,1,2.3100000000000023,1.894374282433986
2017-09-12,121.22,122.0,120.16,121.99,27228360,2017,9,12,lower,1,1.8400000000000034,1.5081967213114782
2017-09-13,121.99,124.38,121.99,123.55,51210280,2017,9,13,lower,1,2.3900000000000006,1.921530792731951
2017-09-14,123.57,124.19,122.79,123.33,29452320,2017,9,14,lower,1,1.3999999999999915,1.1273049359851772
2017-09-15,122.89,123.0,121.59,122.5,41826920,2017,9,15,lower,1,1.4099999999999966,1.1463414634146314
2017-09-18,122.5,123.35,122.07,122.72,26878140,2017,9,18,lower,1,1.2800000000000011,1.0376976084312939
2017-09-19,122.72,122.8,121.05,121.75,32095850,2017,9,19,lower,1,1.75,1.425081433224756
2017-09-20,121.88,122.43,121.52,122.25,25978430,2017,9,20,lower,1,0.9100000000000108,0.7432818753573558
2017-09-21,122.11,123.2,121.61,122.34,35204520,2017,9,21,lower,1,1.5900000000000034,1.2905844155844182
2017-09-22,122.36,122.46,121.3,121.95,19164830,2017,9,22,lower,1,1.1599999999999966,0.9472480810060401
2017-09-25,121.98,123.6,121.9,123.03,28206840,2017,9,25,lower,1,1.6999999999999886,1.3754045307443274
2017-09-26,123.27,124.19,122.84,123.03,25695940,2017,9,26,lower,1,1.3499999999999943,1.08704404541428
2017-09-27,123.18,123.68,122.46,123.36,22485510,2017,9,27,lower,1,1.220000000000013,0.9864165588615889
2017-09-28,123.28,123.62,122.11,122.5,22610060,2017,9,28,lower,1,1.5100000000000051,1.2214851965701383
2017-09-29,122.5,122.81,121.7,122.2,17182380,2017,9,29,lower,1,1.1099999999999994,0.9038351925738942
2017-10-02,122.29,122.44,121.4,121.9,14198990,2017,10,2,lower,0,1.039999999999992,0.8493956223456322
2017-10-03,121.81,122.11,120.47,120.78,26873740,2017,10,3,lower,0,1.6400000000000006,1.3430513471460164
2017-10-04,120.68,121.95,119.7,121.76,24254160,2017,10,4,lower,0,2.25,1.8450184501845017
2017-10-05,121.79,123.97,121.51,123.5,39979330,2017,10,5,lower,0,2.4599999999999937,1.984351052674029
2017-10-06,123.54,124.48,123.27,123.47,30270700,2017,10,6,lower,0,1.210000000000008,0.9720437017994922
2017-10-09,123.7,124.9,123.41,124.81,22035180,2017,10,9,lower,0,1.490000000000009,1.1929543634907998
2017-10-10,125.0,125.33,124.17,124.44,20064040,2017,10,10,lower,0,1.1599999999999966,0.925556530758794
2017-10-11,124.54,126.0,124.38,126.0,30323720,2017,10,11,lower,0,1.6200000000000045,1.2857142857142894
2017-10-12,126.04,126.79,125.45,125.93,18051060,2017,10,12,lower,0,1.3400000000000034,1.056865683413521
2017-10-13,126.0,127.39,125.8,126.86,23707840,2017,10,13,lower,0,1.5900000000000034,1.2481356464400686
2017-10-16,127.11,127.8,126.68,127.17,23771970,2017,10,16,lower,0,1.1199999999999903,0.8763693270735449
2017-10-17,127.05,127.2,125.05,125.15,28299320,2017,10,17,lower,0,2.1500000000000057,1.6902515723270486
2017-10-18,125.44,127.09,125.26,126.7,29571630,2017,10,18,lower,0,1.8299999999999983,1.43992446297899
